path,modality,vocal_channel,channel_label,emotion,emotion_label,intensity,statement,repetition,actor,gender
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-02-02-02-01.wav,3,2,song,2,calm,2,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-01-01-01-01.wav,3,2,song,3,happy,1,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-01-01-02-01.wav,3,2,song,3,happy,1,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-01-02-01-01.wav,3,2,song,3,happy,1,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-01-02-02-01.wav,3,2,song,3,happy,1,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-02-01-01-01.wav,3,2,song,3,happy,2,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-02-01-02-01.wav,3,2,song,3,happy,2,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-02-02-01-01.wav,3,2,song,3,happy,2,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-03-02-02-02-01.wav,3,2,song,3,happy,2,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-01-01-01-01.wav,3,2,song,4,sad,1,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-01-01-02-01.wav,3,2,song,4,sad,1,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-01-02-01-01.wav,3,2,song,4,sad,1,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-01-02-02-01.wav,3,2,song,4,sad,1,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-02-01-01-01.wav,3,2,song,4,sad,2,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-02-01-02-01.wav,3,2,song,4,sad,2,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-02-02-01-01.wav,3,2,song,4,sad,2,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-04-02-02-02-01.wav,3,2,song,4,sad,2,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-01-01-01-01.wav,3,2,song,5,angry,1,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-01-01-02-01.wav,3,2,song,5,angry,1,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-01-02-01-01.wav,3,2,song,5,angry,1,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-01-02-02-01.wav,3,2,song,5,angry,1,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-02-01-01-01.wav,3,2,song,5,angry,2,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-02-01-02-01.wav,3,2,song,5,angry,2,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-02-02-01-01.wav,3,2,song,5,angry,2,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-05-02-02-02-01.wav,3,2,song,5,angry,2,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-01-01-01-01.wav,3,2,song,6,fearful,1,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-01-01-02-01.wav,3,2,song,6,fearful,1,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-01-02-01-01.wav,3,2,song,6,fearful,1,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-01-02-02-01.wav,3,2,song,6,fearful,1,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-02-01-01-01.wav,3,2,song,6,fearful,2,1,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-02-01-02-01.wav,3,2,song,6,fearful,2,1,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-02-02-01-01.wav,3,2,song,6,fearful,2,2,1,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_01\03-02-06-02-02-02-01.wav,3,2,song,6,fearful,2,2,2,1,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-01-01-01-01-02.wav,3,2,song,1,neutral,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-01-01-01-02-02.wav,3,2,song,1,neutral,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-01-01-02-01-02.wav,3,2,song,1,neutral,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-01-01-02-02-02.wav,3,2,song,1,neutral,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-01-01-01-02.wav,3,2,song,2,calm,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-01-01-02-02.wav,3,2,song,2,calm,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-01-02-01-02.wav,3,2,song,2,calm,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-01-02-02-02.wav,3,2,song,2,calm,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-02-01-01-02.wav,3,2,song,2,calm,2,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-02-01-02-02.wav,3,2,song,2,calm,2,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-02-02-01-02.wav,3,2,song,2,calm,2,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-02-02-02-02-02.wav,3,2,song,2,calm,2,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-01-01-01-02.wav,3,2,song,3,happy,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-01-01-02-02.wav,3,2,song,3,happy,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-01-02-01-02.wav,3,2,song,3,happy,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-01-02-02-02.wav,3,2,song,3,happy,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-02-01-01-02.wav,3,2,song,3,happy,2,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-02-01-02-02.wav,3,2,song,3,happy,2,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-02-02-01-02.wav,3,2,song,3,happy,2,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-03-02-02-02-02.wav,3,2,song,3,happy,2,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-01-01-01-02.wav,3,2,song,4,sad,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-01-01-02-02.wav,3,2,song,4,sad,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-01-02-01-02.wav,3,2,song,4,sad,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-01-02-02-02.wav,3,2,song,4,sad,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-02-01-01-02.wav,3,2,song,4,sad,2,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-02-01-02-02.wav,3,2,song,4,sad,2,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-02-02-01-02.wav,3,2,song,4,sad,2,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-04-02-02-02-02.wav,3,2,song,4,sad,2,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-01-01-01-02.wav,3,2,song,5,angry,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-01-01-02-02.wav,3,2,song,5,angry,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-01-02-01-02.wav,3,2,song,5,angry,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-01-02-02-02.wav,3,2,song,5,angry,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-02-01-01-02.wav,3,2,song,5,angry,2,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-02-01-02-02.wav,3,2,song,5,angry,2,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-02-02-01-02.wav,3,2,song,5,angry,2,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-05-02-02-02-02.wav,3,2,song,5,angry,2,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-01-01-01-02.wav,3,2,song,6,fearful,1,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-01-01-02-02.wav,3,2,song,6,fearful,1,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-01-02-01-02.wav,3,2,song,6,fearful,1,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-01-02-02-02.wav,3,2,song,6,fearful,1,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-02-01-01-02.wav,3,2,song,6,fearful,2,1,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-02-01-02-02.wav,3,2,song,6,fearful,2,1,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-02-02-01-02.wav,3,2,song,6,fearful,2,2,1,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_02\03-02-06-02-02-02-02.wav,3,2,song,6,fearful,2,2,2,2,female
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-01-01-01-01-03.wav,3,2,song,1,neutral,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-01-01-01-02-03.wav,3,2,song,1,neutral,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-01-01-02-01-03.wav,3,2,song,1,neutral,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-01-01-02-02-03.wav,3,2,song,1,neutral,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-01-01-01-03.wav,3,2,song,2,calm,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-01-01-02-03.wav,3,2,song,2,calm,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-01-02-01-03.wav,3,2,song,2,calm,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-01-02-02-03.wav,3,2,song,2,calm,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-02-01-01-03.wav,3,2,song,2,calm,2,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-02-01-02-03.wav,3,2,song,2,calm,2,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-02-02-01-03.wav,3,2,song,2,calm,2,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-02-02-02-02-03.wav,3,2,song,2,calm,2,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-01-01-01-03.wav,3,2,song,3,happy,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-01-01-02-03.wav,3,2,song,3,happy,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-01-02-01-03.wav,3,2,song,3,happy,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-01-02-02-03.wav,3,2,song,3,happy,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-02-01-01-03.wav,3,2,song,3,happy,2,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-02-01-02-03.wav,3,2,song,3,happy,2,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-02-02-01-03.wav,3,2,song,3,happy,2,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-03-02-02-02-03.wav,3,2,song,3,happy,2,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-01-01-01-03.wav,3,2,song,4,sad,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-01-01-02-03.wav,3,2,song,4,sad,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-01-02-01-03.wav,3,2,song,4,sad,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-01-02-02-03.wav,3,2,song,4,sad,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-02-01-01-03.wav,3,2,song,4,sad,2,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-02-01-02-03.wav,3,2,song,4,sad,2,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-02-02-01-03.wav,3,2,song,4,sad,2,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-04-02-02-02-03.wav,3,2,song,4,sad,2,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-01-01-01-03.wav,3,2,song,5,angry,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-01-01-02-03.wav,3,2,song,5,angry,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-01-02-01-03.wav,3,2,song,5,angry,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-01-02-02-03.wav,3,2,song,5,angry,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-02-01-01-03.wav,3,2,song,5,angry,2,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-02-01-02-03.wav,3,2,song,5,angry,2,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-02-02-01-03.wav,3,2,song,5,angry,2,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-05-02-02-02-03.wav,3,2,song,5,angry,2,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-06-01-01-01-03.wav,3,2,song,6,fearful,1,1,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-06-01-01-02-03.wav,3,2,song,6,fearful,1,1,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-06-01-02-01-03.wav,3,2,song,6,fearful,1,2,1,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-06-01-02-02-03.wav,3,2,song,6,fearful,1,2,2,3,male
C:\Users\Grana\Documents\GitHub\Project_CSE432_MG\Project_CSE432-532\SER_Project\data\Audio_Song_Actors_01-24\Actor_03\03-02-06-02-01-01-03.wav,3,2,song,6,fearful,2,1,1,3,male
